Id,Categoria,Subcategoria,Enllaç,Nom Producte,Preu,PreuBase,Ingredients,Valor Energètic Kj,Valor Energetic KC,Greixos,Hidrats,Sucre,Proteines,Sal,Fabricant,Valor Energètic KC
54,Especial Nadal,Polvorons i Massapans,https://www.ulabox.com/en/product/barquillos-neules-birba-100g/34962,Neules Birba waffles 100g,2.48,"100 gr 24,80 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
55,Especial Nadal,Polvorons i Massapans,https://www.ulabox.com/en/product/galletas-coco-choc-trias-100gr/47382,Cookies Coco-Choc Trias 100gr,1.99,Not Available,"Azúcar, chocolate (25,16%) (azúcar, pasta de cacao, manteca de cacao), coco desecado (17%), almendra (4%), clara de huevo, harina de trigo, nata, yema de huevo pasteurizada y sal.",2104,,26,20,58,52,7,Trias Galetes Biscuits S.A.,503
56,Especial Nadal,Polvorons i Massapans,https://www.ulabox.com/en/product/neulas-sosa-25uds/128160,Neulas Sosa 25uts,1.38,"25 ud 0,06 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
57,Especial Nadal,Polvorons i Massapans,https://www.ulabox.com/en/product/galletas-trias-surtido-tradicional-teules/39429,Trias Cookies Traditional Assortment Teules,6.99,Not Available,"Azúcar, almendra (30%), harina de trigo, yema de huevo pasteurizada, clara de huevo pasteurizada, nata, sal.",1972,,17,2,69,42,8,Trias Galetes Biscuits S.A.,469
58,Especial Nadal,Polvorons i Massapans,https://www.ulabox.com/en/product/galletas-teules-trias-175g/57734, Teules Biscuits Trias 175g,3.65,"175 gr 20,86 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
59,Especial Nadal,Calendarios de Adviento y Chocolates,https://www.ulabox.com/en/product/medallon-de-chocolate-simon-coll-60g/99987,Simon Coll Chocolate Medallion 60g,1.99,Not Available,"Azúcar, manteca de cacao, leche en polvo, pasta de cacao, emulgente (lecitina de soja) y aroma (vainilla). Cacao: 32% mínimo. Puede contener trazas de frutos de cáscara.",2369,,36,23,54,52,7,"Chocolates Simón Coll, S.A.",568
60,Especial Nadal,Calendarios de Adviento y Chocolates,https://www.ulabox.com/en/product/monedas-de-chocolate-en-red-simon-coll-50g/35867,Chocolate Coins in Red Simon Coll 50g,1.62,Not Available,"Azúcar, manteca de cacao, leche en polvo, pasta de cacao, emulgente (lecitina de soja) y aroma (vainilla). Cacao: 32% mínimo. Puede contener trazas de frutos de cáscara.",2398,,39,25,48,47,7,"Chocolates Simón Coll, S.A.",577
61,Especial Nadal,Calendarios de Adviento y Chocolates,https://www.ulabox.com/en/product/surtido-bolsa-pequena-simon-coll/40820,Assorted Small Bag Simon Coll,2.77,Not Available,"Azúcar, manteca de cacao, leche en polvo, pasta de cacao, leche en polvo desnatada, emulgente (lecitina de soja) y aroma. Cacao: 30% mínimo. Puede contener trazas de frutos de cáscara.",2398,,39,25,48,47,7,"Chocolates Simón Coll, S.A.",577
62,Especial Nadal,Calendarios de Adviento y Chocolates,https://www.ulabox.com/en/product/carbon-de-reyes-tricolor-pifarre-100gr/131343,Coal of Kings Tricolor Pifarré 100gr,2.48,"100 gr 24,80 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
63,Especial Nadal,Calendarios de Adviento y Chocolates,https://www.ulabox.com/en/product/calendario-de-adviento/14883,Simón Coll Advent Calendar,1.65,"1 ud 1,65 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
64,Especial Nadal,Calendarios de Adviento y Chocolates,https://www.ulabox.com/en/product/paraguas-de-chocolate-simon-coll-35g/99976,Chocolate Umbrella Simon Coll 35g,1.26,Not Available,"Azúcar, manteca de cacao, leche en polvo, pasta de cacao, leche en polvo desnatada, emulgente (lecitina de soja) y aroma. Cacao: 30% mínimo. Puede contener trazas de frutos de cáscara.",2369,,36,23,54,52,7,"Chocolates Simón Coll, S.A.",568
65,Especial Nadal,Calendarios de Adviento y Chocolates,https://www.ulabox.com/en/product/calendario-de-adviento-lacasitos-72g/41880,Advent Calendar Lacasitos 72g,3.85,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
66,Especial Nadal,Calendarios de Adviento y Chocolates,https://www.ulabox.com/en/product/bolsa-3-reyes-de-chocolate-simon-coll/7702,Bag 3 Kings of Chocolate Simón Coll,2.56,Not Available,"Azúcar, manteca de cacao, leche en polvo, pasta de cacao, leche en polvo desnatada, emulgente (lecitina de soja) y aroma. Cacao: 30% mínimo. Puede contener trazas de frutos de cáscara.",2398,,39,25,48,47,7,"Chocolates Simón Coll, S.A.",577
67,Especial Nadal,Calendarios de Adviento y Chocolates,https://www.ulabox.com/en/product/calendario-de-adviento-con-figuras-3d-simon-coll-215g/99988,Advent Calendar with 3D Figures Simon Coll 215g,10.86,Not Available,"Azúcar, manteca de cacao, leche en polvo, pasta de cacao, leche en polvo desnatada, emulgente (lecitina de soja) y aroma (vainillina). Cacao: 30% mínimo. Puede contener trazas de frutos de cáscara.",2398,,39,25,48,47,7,"Chocolates Simón Coll, S.A.",577
68,Especial Nadal,Calendarios de Adviento y Chocolates,https://www.ulabox.com/en/product/surtido-chocolates-caga-tio-simon-coll-106g/34565,Assorted Chocolates Caga Tió Simon Coll 106g,4.9,Not Available,"Chocolate con leche: Azúcar, Manteca de Cacao, Leche en polvo, Pasta de Cacao, Leche en polvo desnatada, Emulgente (Lecitina de Soja) y Aroma. Cacao: 30% mínimo. Puede contener trazas de frutos de cáscara.Carbón de confitería: Azúcar, clara de huevo, colorante E-153.Puede contener trazas de FRUTOS DE CÁSCARA.",538,,32,20,57,56,5,"DILLEPASA, S.L.",2313
69,Especial Nadal,Fruits Secs i Fruites Deshidratades,https://www.ulabox.com/en/product/nueces-del-pais-sin-cascara/57868, Nuts from the Country without Shell,6.25,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
70,Especial Nadal,Fruits Secs i Fruites Deshidratades,https://www.ulabox.com/en/product/ciruelas-sin-hueso/42749,Plums without bone,3.23,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
71,Especial Nadal,Fruits Secs i Fruites Deshidratades,https://www.ulabox.com/en/product/datiles-jumbo/42750,Jumbo dates,5.25,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
72,Especial Nadal,Fruits Secs i Fruites Deshidratades,https://www.ulabox.com/en/product/orejones/42747,Orejones,4.1,"250 gr 16,40 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
73,Especial Nadal,Fruits Secs i Fruites Deshidratades,https://www.ulabox.com/en/product/almendras-garrapinadas-de-la-vall-dager/131629,"Caramelized Almonds, from the Vall d'Àger .",4.8,"125 gr 38,40 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
74,Especial Nadal,Fruits Secs i Fruites Deshidratades,https://www.ulabox.com/en/product/pistachos-sin-cascara/42740,Pistachios without shell,7.88,"250 gr 31,52 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
75,Especial Nadal,Fruits Secs i Fruites Deshidratades,https://www.ulabox.com/en/product/anacardos-fritos-y-salados/42739,Fried and Salted Cashew Nuts,5.25,"250 gr 21,00 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
76,Especial Nadal,Fruits Secs i Fruites Deshidratades,https://www.ulabox.com/en/product/almendra-tostada/42742,Toasted almond,5,"250 gr 20,00 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
77,Especial Nadal,Fruits Secs i Fruites Deshidratades,https://www.ulabox.com/en/product/pistachos-con-cascara/42741,Pistachios with Peel,5.25,"250 gr 21,00 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
78,Especial Nadal,Fruits Secs i Fruites Deshidratades,https://www.ulabox.com/en/product/pinones-de-pais/42788,Country Pinions,23,"250 gr 92,00 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
79,Especial Nadal,Fruits Secs i Fruites Deshidratades,https://www.ulabox.com/en/product/avellana-tostada/42743,Roasted Hazelnut,4.88,"250 gr 19,52 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
80,Especial Nadal,Fruits Secs i Fruites Deshidratades,https://www.ulabox.com/en/product/nueces-de-macadamia/42745,Macadamia nuts,10.53,"250 gr 42,12 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
81,Especial Nadal,Fruits Secs i Fruites Deshidratades,https://www.ulabox.com/en/product/almendras-garrapinadas-torra-125gr/54904, Caramelized almonds Torra 125gr,2.48,"125 gr 19,84 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
82,Especial Nadal,Pastissos Nadalencs,https://www.ulabox.com/en/product/panettone-de-chocolate-blanco-y-limon-500gr/129657,White Chocolate and Lemon Panettone 500gr,24,"500 gr 48,00 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
83,Especial Nadal,Pastissos Nadalencs,https://www.ulabox.com/en/product/panettone-con-chips-de-chocolate-bauli-500gr/27632,Panettone with Bauli Chocolate Chips 500gr,8.99,Not Available,Not Available,1746,,20,13,50,29,2,Comercial Masoliver S.A.U.,417
84,Especial Nadal,Pastissos Nadalencs,https://www.ulabox.com/en/product/panettone-clasico-delaviuda-750g/128260,Classic Panettone Delaviuda 750g,11.39,,"Harina de TRIGO, pasas (15%), corteza de naranja confitada (10%) [corteza de naranja, jarabe de glucosa-fructosa, azúcar]. Agua, MANTEQUILLA (9,1%), azúcar, yema de HUEVO fresco, levadura natural (7,0%) [harina de TRIGO, agua]. Emulgente (mono y diglicéridos de ácidos grasos (de origen vegetal)), azúcar invertido, LECHE entera fresca pasteurizada, sal, aromas naturales.  Puede contener SOJA, FRUTOS DE CÁSCARA.",1514,,13,8,53,25,2,Delaviuda Alimentación S.A.U.,360
85,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/bonito-tuna-in-olive-oil-serrats/42665,Bonito tuna in Olive Oil Serrats,3.6,"1 ud 3,60 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
86,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/mejillones-en-escabeche-vengarco/85596, Vengarco Pickled Mussels,4.5,"1 ud 4,50 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
87,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/mejillon-en-escabeche-de-las-rias-gallegas-dardo-8-12-piezas/57655, Marinated mussel of the Rias Gallegas Dardo (8/12 pieces),2.75,Not Available,"Mejillones, aceite de girasol, vinagre de vino, agua, aceite de oliva (1%), especias y sal.",772,,12,1,4,0,15,"Conservas Dardo, S.L",185
88,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/mejillones-de-galicia-a-la-vinagreta-galica/85598, Mussels from Galicia with Galica Vinaigrette,1.95,"1 ud 1,95 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
89,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/almejas-blancas-14-15p-dardo/42661,White Clams 14 / 15P Dart,35,"1 ud 35,00 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
90,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/berberechos-al-natural-galica/57666, Natural Galica cockles,8.9,"115 gr 77,39 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
91,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/ventresca-de-atun-claro-en-aceite-de-oliva-serrats-115-g/121826,Light Tuna Belly in Serrats Olive Oil - 115 G,5.05,"112 gr 45,09 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
92,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/tronco-bonito-del-norte-serrats/128535,Bonito del Norte Trunk Serrats,11.95,"320 gr 37,34 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
93,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/navajas-al-natural-dardo/85597, Natural Dart razors,5.95,"1 ud 5,95 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
94,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/caviar-de-erizo-agromar/57658, Caviar of Oricios Agromar,22.2,Not Available,"Bogavante (40%), merluza, fumet de bogavante, mantequilla, proteína láctea, huevo en polvo, vino (contiene sulfitos), pimienta y sal.",813,,14,4,0,0,0,Conservas Agromar S.A.,196
95,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/mejillones-en-escabeche-de-las-rias-gallegas-8-12p-dardo/42663,Mussels in Escabeche de las Rías Galletas 8 / 12P Dart,2.75,"1 ud 2,75 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
96,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/navajas-de-las-rias-al-natural-dardo-14-16-piezas/57662, Razors with Natural Dart (14/16 pieces),11.95,"260 gr 45,96 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
97,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/bonito-del-norte-serrats-en-tarro/57664, Bonito del Norte in Olive Oil Serrats,6.6,Not Available,"Bonito del norte, aceite de oliva y sal.",973,,13,2,0,0,26,"Hijos de José Serrats, S.A.",233
98,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/ventresca-de-bonito-del-norte-zallo/57659, Ventresca de Bonito del Norte Zallo,8.25,Not Available,"Bonito del Norte,  aceite de oliva, y sal",1058,,16,2,11,1,0,Conservas ZALLO S.A.,249
99,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/berberechos-al-natural-de-las-rias-gallegas-vengarco/42662,Cockles to the Natural of the Galician Rías Vengarco,15,"1 ud 15,00 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100,Especial Nadal,Conserves Peix i Marisc,https://www.ulabox.com/en/product/ventresca-de-bonito-en-aceite-de-oliva-serrats/42666,Bonitos Ventresca in Serrats Olive Oil,7.95,"1 ud 7,95 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
101,Especial Nadal,Olives i Conserves Vegetals,https://www.ulabox.com/en/product/esparrago-blanco-braseado-y-alinado-el-navarrico/129832,Braised and Seasoned White Asparagus El Navarrico,12.9,"310 gr 41,61 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
102,Especial Nadal,Olives i Conserves Vegetals,https://www.ulabox.com/en/product/pimientos-del-piquillo-enteros-extra-asensio-6-8-piezas/57694, Piquillo Peppers Whole Extra Asensio (6/8 pieces),2.75,"280 gr 9,82 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
103,Especial Nadal,Olives i Conserves Vegetals,https://www.ulabox.com/en/product/esparrago-blanco-extra-4-6-la-tudelana/130770,Extra White Asparagus 4/6 La Tudelana,13.9,"1 ud 13,90 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
104,Especial Nadal,Olives i Conserves Vegetals,https://www.ulabox.com/en/product/pimiento-piquillo-miset-290-g/121838,Piquillo Pepper Miset - 290 G,5.4,"290 gr 18,62 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
105,Especial Nadal,Olives i Conserves Vegetals,https://www.ulabox.com/en/product/aceitunas-verdial-extra-roja/85589, Verdial Extra Red Olives,3,"1 ud 3,00 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
106,Especial Nadal,Olives i Conserves Vegetals,https://www.ulabox.com/en/product/salsa-olivada-de-aceitunas-verdes-can-bech/57672, Can Bech Olive Olives Sauce,4.5,"130 gr 34,62 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
107,Especial Nadal,Olives i Conserves Vegetals,https://www.ulabox.com/en/product/oliva-gordal-guindilla-cristal-400-gr/115841,Gordal Olive Chilli Cristal,3.25,"1 ud 3,25 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
